campaign,campaign_status,category,content,Country,country_shortname,coupon_code,date,id,influencer_name,latest year,max_coupon_data_refresh_date,max_coupon_reporting_date,max_influencer_data_refresh_date,medium,medium_modified,medium_type,medium_type_modified,month,month of order date,previous year,project_management,quality,region,reporting_shared,Select Year,size,size_modified ,Top 20 Inlfuencer names,Top Influencers with zero costs,#Posts,#Voucher,AOV,campaign_transaction_revenue,ce_posts,CPI,CPM,CPO,CPR,CPU,CR,dq_indicator_yes_all,dq_indicator_yes_central_europe,dq_indicator_yes_north_europe,dq_indicator_yes_south_europe,Engagement,Engagement Rate,Follower,Low Engagement rate High Cost,ne_posts,Net Reach,New User,no_campaign_item_revenue,no_campaign_net_revenue,no_influencer_campaign_item_revenue,no_influencer_campaign_net_revenue,no_influencer_campaign_transaction_revenue,NR Target,NR UTM,NR Voucher,NR/1000 Views,Orders,se_posts,"Select Metric by CPM,CPR & CPI",Select Metric by NR_User_Net Reach,sessions,Total Costs,Total NR,User,User / View
eugenfink_20072,done,sports,,Germany,DE,,7/7/2020,DE20207_51,eugen.fink,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/7/2020,1/7/2020 0:00,1/1/2020 0:00,Jessi,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"31,93","79,8",0,"0,88","35,85","102,50","3,21","2,81","2,22%",,,,,233,"4,07%",13100,FALSE,0,5719,41,,,,,,,"63,85 €",,11,2,0,"35,845,427,522",73,90,"205,00 €","63,85 €",73,"0,01"
eugenfink_2006,done,sports,,Germany,DE,,28/5/2020,DE20205_200,eugen.fink,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/5/2020,1/5/2020 0:00,1/1/2020 0:00,Jessi,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"21,32","125,06",0,"0,57","23,70","41,25","1,93","2,66","6,25%",,,,,289,"4,15%",13100,FALSE,0,6962,46,,,,,,,"85,29 €",,12,4,0,"23,700,086,182",62,64,"165,00 €","85,29 €",62,"0,01"
workingmami_2004,done,family,,Germany,DE,,15/4/2020,DE20204_41,workingmami,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/4/2020,1/4/2020 0:00,1/1/2020 0:00,Kabi,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"19,78","115,35",0,"0,00","0,00","0,00","0,00","0,00","8,51%",,,,,45,"1,48%",28300,FALSE,0,3031,24,,,,,,,"79,12 €",,26,4,0,0,47,47,"0,00 €","79,12 €",47,"0,02"
l-de-n-ig-philishaconditioner_2009,done,entertainment,,Germany,DE,,9/9/2020,DE20209_43,philishaconditioner ,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/9/2020,1/9/2020 0:00,1/1/2020 0:00,Kabi,all_good,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"39,55","55,8",0,"0,00","0,00","0,00","0,00","0,00","3,13%",,,,,35,"3,44%",12300,FALSE,0,1017,20,,,,,,"0,00 €","39,55 €",,39,1,0,0,26,32,"0,00 €","39,55 €",26,"0,03"
l-de-n-ig-philishaconditioner_2009,done,entertainment,,Germany,DE,,11/9/2020,DE20209_60,philishaconditioner ,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/9/2020,1/9/2020 0:00,1/1/2020 0:00,Kabi,all_good,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"39,55","55,8",0,"0,00","0,00","0,00","0,00","0,00","3,13%",,,,,2,"0,20%",12300,FALSE,0,1000,20,,,,,,"0,00 €","39,55 €",,40,1,0,0,26,32,"0,00 €","39,55 €",26,"0,03"
l-de-n-ig-workingmami_20092,done,family,,Germany,DE,,27/9/2020,DE20209_205,workingmami,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/9/2020,1/9/2020 0:00,1/1/2020 0:00,Kabi,all_good,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"38,31","92,75",0,"1,42","14,13","37,50","0,98","1,79","4,44%",,,,,53,"1,00%",28300,FALSE,0,5306,31,,,,,,"100,00 €","76,62 €",,14,2,0,"14,134,941,576",42,45,"75,00 €","76,62 €",42,"0,01"
l-de-n-ig-workingmami_2009,done,family,,Germany,DE,,20/9/2020,DE20209_138,workingmami,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/9/2020,1/9/2020 0:00,1/1/2020 0:00,Kabi,all_good,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"40,65","141,45",0,"1,12","12,42","25,00","0,62","1,92","7,50%",,,,,67,"1,11%",28300,FALSE,0,6038,16,,,,,,"100,00 €","121,94 €",,20,3,0,"12,421,331,567",39,40,"75,00 €","121,94 €",39,"0,01"
majenkov_20053,done,family,,Germany,DE,,30/5/2020,DE20205_217,majenkov,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/5/2020,1/5/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"58,66","69,8",0,"3,28","31,26","325,00","5,54","9,56","2,70%",,,,,99,"0,95%",28600,FALSE,0,10396,21,,,,,,,"58,66 €",,6,1,0,"31,262,023,855",34,37,"325,00 €","58,66 €",34,"0,00"
mamivon3_2006,done,family,,Germany,DE,,30/6/2020,DE20206_191,mami_von_.3,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/6/2020,1/6/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"25,14","34,9",0,"1,14","72,60","106,00","4,22","1,83","1,61%",,,,,93,"6,37%",19962,FALSE,0,1460,45,,,,,,,"25,14 €",,17,1,0,"72,602,739,726",58,62,"106,00 €","25,14 €",58,"0,04"
lebeberlin_2007,done,family,,Germany,DE,,2/7/2020,DE20207_8,lebeberlin,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/7/2020,1/7/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"38,71","44,9",0,"0,95","27,04","75,00","1,94","1,14","1,35%",,,,,79,"2,85%",26700,FALSE,0,2774,57,,,,,,,"38,71 €",,14,1,0,"27,036,770,007",66,74,"75,00 €","38,71 €",66,"0,02"
chocoflanell_2007,done,family,,Germany,DE,,3/7/2020,DE20207_14,choco_flanell,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/7/2020,1/7/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"38,71","44,9",0,"1,23","34,82","106,00","2,74","2,94","2,44%",,,,,86,"2,83%",12500,FALSE,0,3044,22,,,,,,,"38,71 €",,13,1,0,"34,822,601,840",36,41,"106,00 €","38,71 €",36,"0,01"
verleoliebt_2006,done,family,,Germany,DE,,30/6/2020,DE20206_192,_verleoliebt,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/6/2020,1/6/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"29,77","74,8",0,"0,69","34,86","62,50","2,10","1,28","1,94%",,,,,181,"5,05%",14132,FALSE,0,3586,82,,,,,,,"59,54 €",,17,2,0,"34,857,780,257",98,103,"125,00 €","59,54 €",98,"0,03"
mamalebenmitida_2007,done,family,,Germany,DE,,1/7/2020,DE20207_5,mamma.myleen,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/7/2020,1/7/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"32,68","92,7",0,"1,23","32,11","62,50","1,91","2,45","3,70%",,,,,102,"2,62%",25900,FALSE,0,3893,35,,,,,,,"65,36 €",,17,2,0,"32,108,913,434",51,54,"125,00 €","65,36 €",51,"0,01"
1und1macht4_2007,done,family,,Germany,DE,,7/7/2020,DE20207_45,1und1macht4,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/7/2020,1/7/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"23,20","65,31",0,"0,91","28,53","37,50","1,62","1,88","4,55%",,,,,82,"3,12%",10500,FALSE,0,2629,21,,,,,,,"46,40 €",,18,2,0,"28,527,957,398",40,44,"75,00 €","46,40 €",40,"0,02"
diedenise_20072,done,family,,Germany,DE,,31/7/2020,DE20207_193,die.denise.k,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/7/2020,1/7/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"40,55","99,8",0,"0,54","26,93","94,00","2,32","0,98","1,01%",,,,,345,"4,94%",21500,FALSE,0,6980,147,,,,,,,"81,09 €",,12,2,0,"26,934,097,421",191,199,"188,00 €","81,09 €",191,"0,03"
ollihashtagt_20052,done,family,,Germany,DE,,29/5/2020,DE20205_211,olli.hashtagt,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/5/2020,1/5/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"29,67","117,7",0,"2,13","45,28","100,00","3,37","5,36","5,26%",,,,,141,"2,13%",23425,FALSE,0,6625,34,,,,,,,"89,01 €",,13,3,0,"45,283,018,868",56,57,"300,00 €","89,01 €",56,"0,01"
mamalebenmitida_2006,done,family,,Germany,DE,,9/6/2020,DE20206_47,mamma.myleen,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/6/2020,1/6/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"24,38","104,7",0,"0,73","24,68","33,33","1,37","2,13","6,25%",,,,,137,"3,38%",25900,FALSE,0,4052,35,,,,,,,"73,14 €",,18,3,0,"24,679,170,780",47,48,"100,00 €","73,14 €",47,"0,01"
majenkov_20062,done,family,,Germany,DE,,28/6/2020,DE20206_179,majenkov,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/6/2020,1/6/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"23,37","100,21",0,"1,06","23,51","108,33","4,63","2,83","2,50%",,,,,308,"2,23%",28600,FALSE,0,13821,66,,,,,,,"70,12 €",,5,3,0,"23,514,941,032",115,120,"325,00 €","70,12 €",115,"0,01"
verleoliebt_2007,done,family,,Germany,DE,,13/7/2020,DE20207_80,_verleoliebt,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/7/2020,1/7/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"29,43","118,65",0,"0,53","41,88","41,67","1,42","2,50","5,56%",,,,,236,"7,91%",14132,FALSE,0,2985,37,,,,,,,"88,30 €",,30,3,0,"41,876,046,901",50,54,"125,00 €","88,30 €",50,"0,02"
majenkov_20052,done,family,,Germany,DE,,19/5/2020,DE20205_132,majenkov,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/5/2020,1/5/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"29,22","238,08",0,"1,43","29,73","54,17","1,85","2,85","4,88%",,,,,228,"2,09%",28600,FALSE,0,10932,83,,,,,,,"175,33 €",,16,6,0,"29,729,235,273",114,123,"325,00 €","175,33 €",114,"0,01"
diemarinaaa_2006,done,family,,Germany,DE,,8/6/2020,DE20206_41,die.marinaaa,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/6/2020,1/6/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"30,00","279,3",0,"1,02","52,57","53,57","1,79","1,33","2,34%",,,,,369,"5,17%",23720,FALSE,0,7134,194,,,,,,,"209,97 €",,29,7,0,"52,565,180,824",281,299,"375,00 €","209,97 €",281,"0,04"
diemarina_20072,done,family,,Germany,DE,,23/7/2020,DE20207_139,die.marinaaa,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/7/2020,1/7/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"30,02","278,21",0,"1,02","32,57","53,57","1,78","1,45","2,65%",,,,,366,"3,18%",23720,FALSE,0,11515,153,,,,,,,"210,16 €",,18,7,0,"32,566,217,977",258,264,"375,00 €","210,16 €",258,"0,02"
majenkov_20042,done,family,,Germany,DE,,23/4/2020,DE20204_94,majenkov,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/4/2020,1/4/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"29,62","423,07",0,"0,63","32,75","29,55","1,00","2,02","6,43%",,,,,519,"5,23%",28600,FALSE,0,9923,107,,,,,,,"325,83 €",,33,11,0,"32,752,191,877",161,171,"325,00 €","325,83 €",161,"0,02"
mamaaempf_2004,done,family,,Germany,DE,,5/4/2020,DE20204_13,mamaaempf,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/4/2020,1/4/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"37,33","556,6",0,"0,52","30,89","20,83","0,56","1,06","4,78%",,,,,477,"5,89%",20300,FALSE,0,8092,202,,,,,,,"447,94 €",,55,12,0,"30,894,710,826",236,251,"250,00 €","447,94 €",236,"0,03"
diemarinaaa_20062,done,family,,Germany,DE,,22/6/2020,DE20206_140,die.marinaaa,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/6/2020,1/6/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"26,26","433,8",0,"0,69","40,23","31,25","1,19","1,04","3,19%",,,,,540,"5,79%",23720,FALSE,0,9321,229,,,,,,,"315,06 €",,34,12,0,"40,231,734,792",362,376,"375,00 €","315,06 €",362,"0,04"
1und1macht4_2004,done,family,,Germany,DE,,1/4/2020,DE20204_1,1und1macht4,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/4/2020,1/4/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"30,03","613,23",0,"0,24","30,27","5,00","0,17","0,23","4,29%",,,,,310,"12,51%",10500,FALSE,0,2478,225,,,,,,,"450,41 €",,182,15,0,"30,266,343,826",325,350,"75,00 €","450,41 €",325,"0,13"
feliliebt_2005,done,family,,Germany,DE,,13/5/2020,DE20205_81,feli_liebt_3_maenner,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/5/2020,1/5/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"29,30","587,72",0,"0,32","35,10","17,50","0,60","0,41","2,22%",,,,,824,"11,02%",23700,FALSE,0,7479,484,,,,,,,"439,45 €",,59,15,0,"35,098,275,170",646,675,"262,50 €","439,45 €",646,"0,09"
mamaaempf_20042,done,family,,Germany,DE,MAMAAEMPF,18/4/2020,DE20204_49,mamaaempf,1/1/2021,30/3/2021 0:16,30/3/2021,16/2/2021 7:08,instagram,instagram,ig_story,ig_story,1/4/2020,1/4/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"26,16","612,4",0,"0,56","26,72","14,71","0,56","1,28","8,10%",,,,,445,"4,76%",20300,FALSE,0,9357,122,,,,,"556,76",,"444,79 €",,48,17,0,"26,717,965,160",195,210,"250,00 €","444,79 €",195,"0,02"
majenkov_20072,done,family,,Germany,DE,,19/7/2020,DE20207_113,majenkov,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/7/2020,1/7/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"26,25",735,0,"1,42","24,59","15,48","0,59","0,95","5,54%",,,,,229,"1,73%",28600,FALSE,0,13218,139,,,,,,,"551,27 €",,42,21,0,"24,587,683,462",342,379,"325,00 €","551,27 €",342,"0,03"
ollihashtagt_2004,done,family,,Germany,DE,,19/4/2020,DE20204_59,olli.hashtagt,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/4/2020,1/4/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"25,37",975,0,"0,50","37,00","10,71","0,42","0,98","8,24%",,,,,600,"7,40%",23425,FALSE,0,8109,168,,,,,,,"710,35 €",,88,28,0,"36,995,930,448",305,340,"300,00 €","710,35 €",305,"0,04"
majenkov_2007,done,family,,Germany,DE,NADJA,7/7/2020,DE20207_49,majenkov,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/7/2020,1/7/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"25,75","2727,38",0,"0,42","29,11","4,11","0,16","0,57","11,22%",,,,,780,"6,99%",28600,FALSE,0,11165,208,,,,,"1332,41",,"2.034,33 €",,182,79,0,"29,108,822,212",575,704,"325,00 €","2.034,33 €",575,"0,05"
majenkov_2006,done,family,,Germany,DE,MAJENKOV,8/6/2020,DE20206_50,majenkov,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/6/2020,1/6/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"140,85","3499,73",0,"0,43","32,34","4,07","0,03","0,58","13,11%",,,,,817,"7,55%",28600,FALSE,0,10823,233,,3931,,"5579,1","5622,6",,"2.603,24 €","9.510,10 €",1.119,86,0,"32,338,538,298",603,656,"350,00 €","12.113,34 €",603,"0,06"
fennalein_2007,done,fashion,,Germany,DE,,7/7/2020,DE20207_46,fennalein,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/7/2020,1/7/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"18,37","51,77",0,"0,87","10,07","32,50","1,77","2,10","6,06%",,,,,75,"1,16%",17200,FALSE,0,6456,21,,,,,,,"36,73 €",,6,2,0,"10,068,153,656",31,33,"65,00 €","36,73 €",31,"0,00"
iamfabsi_2006,done,lifestyle,,Germany,DE,,5/6/2020,DE20206_23,iamfabsi,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/6/2020,1/6/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"28,96","74,8",0,"0,19","23,56","32,50","1,12","0,82","2,04%",,,,,345,"12,50%",22300,FALSE,0,2759,67,,,,,,,"57,91 €",,21,2,0,"23,559,260,602",79,98,"65,00 €","57,91 €",79,"0,03"
davidmiilan_2006,done,lifestyle,,Germany,DE,,7/6/2020,DE20206_35,davidmiilan,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/6/2020,1/6/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"28,96","74,8",0,"0,43","42,32","80,00","2,76","1,93","2,15%",,,,,373,"9,87%",21400,FALSE,0,3781,66,,,,,,,"57,91 €",,15,2,0,"42,316,847,395",83,93,"160,00 €","57,91 €",83,"0,02"
holle_20072,done,lifestyle,,Germany,DE,,25/7/2020,DE20207_154,holle21614,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/7/2020,1/7/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"28,28","481,6",0,"0,55","38,08","113,46","4,01","2,28","1,92%",,,,,2706,"6,99%",20018,FALSE,0,38731,606,,,,,,,"367,70 €",,9,13,0,"38,083,189,177",646,678,"1.475,00 €","367,70 €",646,"0,02"
l-de-n-ig-mamamitlocke_20102,done,family,,Germany,DE,,30/10/2020,DE202010_231,mamamitlocke,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/10/2020,1/10/2020 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"43,36","48,85",0,"0,84","33,18","114,62","2,64","1,85","1,59%",,,,,137,"3,97%",17900,FALSE,0,3454,45,,,,,,"152,83 €","43,36 €",,13,1,0,"33,184,713,376",62,63,"114,62 €","43,36 €",62,"0,02"
l-de-n-ig-mamamitlocke_2010,done,family,,Germany,DE,,12/10/2020,DE202010_107,mamamitlocke,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/10/2020,1/10/2020 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"50,59","173,6",0,"0,84","33,18","38,21","0,76","0,88","2,16%",,,,,137,"3,97%",17900,FALSE,0,3454,83,,,,,,"152,83 €","151,78 €",,44,3,0,"33,184,713,376",130,139,"114,62 €","151,78 €",130,"0,04"
l-de-n-ig-Daya_2010,done,family,,Germany,DE,,12/10/2020,DE202010_108,muttimachmal,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/10/2020,1/10/2020 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"46,94","215,6",0,"0,16","15,35","21,73","0,46","0,32","1,38%",,,,,527,"9,31%",11000,FALSE,0,5660,189,,,,,,"115,87 €","187,74 €",,33,4,0,"15,353,851,590",270,290,"86,90 €","187,74 €",270,"0,05"
l-de-n-ig-mamamitlocke_2009,done,family,,Germany,DE,,14/9/2020,DE20209_81,mamamitlocke,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/9/2020,1/9/2020 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"26,54","203,01",0,"0,47","25,86","18,33","0,69","0,64","3,41%",,,,,234,"5,50%",17900,FALSE,0,4253,125,,,,,,"146,67 €","159,21 €",,37,6,0,"25,864,095,932",171,176,"110,00 €","159,21 €",171,"0,04"
l-de-n-ig-Daya_20102,done,family,,Germany,DE,,24/10/2020,DE202010_190,muttimachmal,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/10/2020,1/10/2020 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"40,00","379,05",0,"0,14","15,31","10,86","0,27","0,51","4,52%",,,,,633,"11,15%",11000,FALSE,0,5675,105,,,,,,"115,87 €","319,99 €",,56,8,0,"15,313,268,722",169,177,"86,90 €","319,99 €",169,"0,03"
l-de-n-ig-piamarie3_2010,done,lifestyle,,Germany,DE,,18/10/2020,DE202010_149,piamarie3,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/10/2020,1/10/2020 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"37,70","42,9",0,"0,00","0,00","0,00","0,00","0,00","6,25%",,,,,107,"15,62%",14100,FALSE,0,685,13,,,,,,"0,00 €","37,70 €",,55,1,0,0,15,16,"0,00 €","37,70 €",15,"0,02"
l-de-n-ig-catowbeauty_2009,done,lifestyle,,Germany,DE,,30/9/2020,DE20209_242,catowbeauty,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/9/2020,1/9/2020 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"33,79","130,65",0,"0,43","12,62","21,00","0,62","0,28","1,06%",,,,,146,"2,92%",29600,FALSE,0,4992,200,,,,,,"84,00 €","101,38 €",,20,3,0,"12,620,192,308",227,283,"63,00 €","101,38 €",227,"0,05"
l-de-n-ig-nadinchen_2010,done,lifestyle,,Germany,DE,,4/10/2020,DE202010_30,catowbeauty,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/10/2020,1/10/2020 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"35,54","128,7",0,"0,23","12,40","21,88","0,62","0,19","0,70%",,,,,281,"5,31%",29600,FALSE,0,5295,276,,,,,,"87,53 €","106,63 €",,20,3,0,"12,397,733,711",354,427,"65,65 €","106,63 €",354,"0,07"
mamiplatz_2005,done,family,,Germany,DE,,12/5/2020,DE20205_68,mamiplatz,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/5/2020,1/5/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Nano,Nano,,FALSE,1,,"24,38","34,9",0,"0,39","33,13","65,00","2,67","2,71","3,70%",,,,,168,"8,56%",8900,FALSE,0,1962,21,,,,,,,"24,38 €",,12,1,0,"33,129,459,735",24,27,"65,00 €","24,38 €",24,"0,01"
mamiplatz_2006,done,family,,Germany,DE,,5/6/2020,DE20206_22,mamiplatz,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/6/2020,1/6/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Nano,Nano,,FALSE,1,,"37,73","44,9",0,"1,25","37,72","65,00","1,72","4,64","7,14%",,,,,52,"3,02%",8900,FALSE,0,1723,12,,,,,,,"37,73 €",,22,1,0,"37,724,898,433",14,14,"65,00 €","37,73 €",14,"0,01"
deniseschindler_2006,done,sports,,Germany,DE,,10/6/2020,DE20206_57,denise_schindler,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/6/2020,1/6/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Nano,Nano,,FALSE,1,,"24,38","34,9",0,"1,10","55,69","45,00","1,85","1,41","3,03%",,,,,41,"5,07%",7196,FALSE,0,808,29,,,,,,,"24,38 €",,30,1,0,"55,693,069,307",32,33,"45,00 €","24,38 €",32,"0,04"
